Iteration,API Requests,Total Time (seconds),Compilation Success,Similarity with Previous,Similarity with Original,Removed Element
30,0,6.473438262939453,True,96.99421965317919,58.82352941176471,hardware_abstraction_layer_function_gpio_write_pin
31,0,4.684474945068359,True,95.08928571428571,59.983831851253036,set_input_output_mode
32,0,5.627032041549683,True,97.05882352941177,58.84218873909596,hardware_abstraction_layer_function_gpio_write_pin
33,0,3.314749002456665,True,98.8425925925926,58.86581469648562,hardware_abstraction_layer_function_delay
34,0,5.451623439788818,True,100.0,58.86581469648562,hardware_abstraction_layer_function_gpio_write_pin
35,0,3.883571147918701,True,100.0,58.86581469648562,ENABLE_GPIOC_CLOCK
36,0,3.2178728580474854,True,100.0,58.86581469648562,hardware_abstraction_layer_function_delay
37,0,5.171085357666016,True,97.38339021615472,57.16523101018011,hardware_abstraction_layer_function_gpio_toggle_pin
38,0,3.895617961883545,True,100.0,57.16523101018011,hardware_abstraction_layer_function_delay
39,0,3.661067485809326,True,94.77777777777779,58.2942097026604,ENABLE_GPIOC_CLOCK
40,0,4.68889856338501,True,100.0,58.2942097026604,ENABLE_GPIOA_CLOCK
41,0,3.8433549404144287,True,96.33333333333334,58.42349304482226,ENABLE_GPIOB_CLOCK
42,0,3.535629987716675,True,100.0,58.42349304482226,hardware_abstraction_layer_function_delay
43,0,4.322558403015137,True,95.71428571428572,56.9496619083396,hardware_abstraction_layer_function_delay
44,0,5.112464666366577,True,100.0,56.9496619083396,hardware_abstraction_layer_function_gpio_write_pin
45,0,5.292468070983887,True,97.73462783171522,57.00301204819277,hardware_abstraction_layer_function_gpio_write_pin
46,0,3.8083760738372803,True,100.0,57.00301204819277,ENABLE_GPIOB_CLOCK
47,0,8.334866285324097,True,100.0,57.00301204819277,hardware_abstraction_layer_function_gpio_read_pin
48,0,10.95483136177063,True,98.7964989059081,57.4677786201668,hardware_abstraction_layer_function_gpio_read_pin
49,0,14.162919998168945,True,98.90470974808323,57.00301204819277,hardware_abstraction_layer_function_gpio_read_pin
50,0,4.3181846141815186,True,100.0,57.00301204819277,ENABLE_GPIOB_CLOCK
51,0,5.71275782585144,True,98.0498374864572,55.95854922279793,set_input_output_mode
52,0,4.135850667953491,True,100.0,55.95854922279793,ENABLE_GPIOB_CLOCK
53,0,5.91213583946228,True,100.0,55.95854922279793,hardware_abstraction_layer_function_gpio_toggle_pin
54,0,6.654357671737671,True,100.0,55.95854922279793,ENABLE_GPIOB_CLOCK
55,0,4.1703712940216064,True,100.0,55.95854922279793,ENABLE_GPIOB_CLOCK
56,0,4.60585618019104,True,100.0,55.95854922279793,set_input_output_mode
57,0,5.233195066452026,True,95.76271186440678,55.3269654665687,hardware_abstraction_layer_function_gpio_write_pin
58,0,4.847740888595581,True,100.0,55.3269654665687,hardware_abstraction_layer_function_gpio_toggle_pin
59,0,3.9951283931732178,True,100.0,55.3269654665687,ENABLE_GPIOC_CLOCK
60,0,5.247373342514038,True,90.94693028095733,55.86053412462908,hardware_abstraction_layer_function_gpio_read_pin
61,0,3.9516048431396484,True,98.70270270270271,54.498525073746315,ENABLE_GPIOC_CLOCK
62,0,5.931799650192261,True,100.0,55.27299925205684,hardware_abstraction_layer_function_gpio_write_pin
63,0,4.465469121932983,True,100.0,55.27299925205684,ENABLE_GPIOC_CLOCK
64,0,4.314378499984741,True,92.54658385093167,53.560830860534125,hardware_abstraction_layer_function_delay
65,0,4.1219563484191895,True,100.0,53.560830860534125,ENABLE_GPIOB_CLOCK
66,0,4.8083343505859375,True,100.0,52.66229029905178,hardware_abstraction_layer_function_gpio_toggle_pin
67,0,4.944982528686523,True,100.0,52.66229029905178,hardware_abstraction_layer_function_gpio_toggle_pin
68,0,4.505679368972778,True,100.0,52.66229029905178,hardware_abstraction_layer_function_gpio_toggle_pin
69,0,11.730000257492065,True,93.62591431556949,53.23529411764706,hardware_abstraction_layer_function_delay
70,0,3.659088373184204,True,100.0,53.23529411764706,hardware_abstraction_layer_function_delay
71,0,4.565330266952515,True,100.0,53.23529411764706,set_input_output_mode
72,0,4.337905168533325,True,100.0,53.23529411764706,ENABLE_GPIOC_CLOCK
73,0,4.357064723968506,True,100.0,53.23529411764706,ENABLE_GPIOA_CLOCK
74,0,4.042657136917114,True,100.0,53.23529411764706,ENABLE_GPIOB_CLOCK
75,0,6.212929964065552,True,100.0,53.23529411764706,hardware_abstraction_layer_function_gpio_write_pin
76,0,5.659204959869385,True,98.05825242718447,53.426676492262345,hardware_abstraction_layer_function_gpio_read_pin
77,0,3.5859103202819824,True,96.34408602150538,53.69678864824496,ENABLE_GPIOB_CLOCK
78,0,6.216030597686768,True,90.25906735751296,53.83447228549735,hardware_abstraction_layer_function_gpio_write_pin
79,0,7.03199315071106,True,100.0,53.83447228549735,hardware_abstraction_layer_function_gpio_toggle_pin
80,0,4.330404043197632,True,100.0,53.83447228549735,hardware_abstraction_layer_function_gpio_toggle_pin
81,0,5.011375904083252,True,98.88641425389754,52.50379362670713,set_input_output_mode
82,0,5.967301845550537,True,94.06688241639698,53.490136570561454,hardware_abstraction_layer_function_gpio_read_pin
83,0,3.6428329944610596,True,100.0,53.490136570561454,ENABLE_GPIOB_CLOCK
84,0,4.925059795379639,True,97.89356984478935,52.65917602996255,ENABLE_GPIOA_CLOCK
85,0,4.706801176071167,True,87.3269435569755,46.454948301329395,set_input_output_mode
86,0,5.461167097091675,True,96.50112866817156,46.56432748538012,hardware_abstraction_layer_function_gpio_write_pin
87,0,4.299501419067383,True,100.0,46.56432748538012,ENABLE_GPIOB_CLOCK
88,0,4.89301323890686,True,100.0,46.18208516886931,set_input_output_mode
89,0,5.200887680053711,True,100.0,46.25998547567175,hardware_abstraction_layer_function_gpio_read_pin
90,0,3.8828203678131104,True,100.0,46.18208516886931,hardware_abstraction_layer_function_delay
91,0,4.198441982269287,True,95.50561797752809,43.41917024320458,hardware_abstraction_layer_function_gpio_toggle_pin
92,0,5.249636173248291,True,96.16252821670429,44.00574300071787,set_input_output_mode
93,0,4.930426120758057,True,98.84125144843568,44.06538734896944,hardware_abstraction_layer_function_gpio_toggle_pin
94,0,5.334843873977661,True,94.13754227733935,42.41773962804006,hardware_abstraction_layer_function_gpio_read_pin
95,0,5.796386241912842,True,100.0,42.41773962804006,hardware_abstraction_layer_function_gpio_read_pin
96,0,3.606062650680542,True,100.0,42.5287356321839,ENABLE_GPIOC_CLOCK
97,0,3.8472931385040283,True,94.28251121076234,43.12320916905444,set_input_output_mode
98,0,5.735602617263794,True,93.56270810210877,43.07250538406318,hardware_abstraction_layer_function_delay
99,0,4.909736394882202,True,100.0,43.07250538406318,ENABLE_GPIOB_CLOCK
100,0,3.7781364917755127,True,92.4914675767918,43.6764705882353,hardware_abstraction_layer_function_delay
